id;naam;categorie_id;gepubliceerd;gearchiveerd;created_at;updated_at;created_by;updated_by
1308;Vrijestijl;71;1;0;NULL;NULL;NULL;NULL
1398;Skiën - alpine;71;1;0;9/07/2010 11:40;9/07/2010 11:40;NULL;NULL
1462;Skiën - langlauf;71;1;0;16/07/2010 10:05;16/07/2010 10:05;NULL;NULL
1311;Schansspringen;71;1;0;NULL;NULL;NULL;NULL
1312;Nordic combined;71;1;0;NULL;NULL;NULL;NULL
1313;Telemark;71;1;0;NULL;NULL;NULL;NULL
1314;Speed;71;1;0;NULL;NULL;NULL;NULL
1441;Skiën - gras;71;1;0;14/07/2010 10:20;14/07/2010 10:20;NULL;NULL
1316;Roller;71;1;0;NULL;NULL;NULL;NULL
1432;Skiën - firngleiten;71;1;0;14/07/2010 9:02;14/07/2010 9:02;NULL;NULL
1318;Stijl;73;1;0;NULL;NULL;NULL;NULL
1319;Sparring (olympisch);73;1;0;NULL;NULL;NULL;NULL
2317;Volleybal;80;1;0;26/04/2011 15:21;26/04/2011 15:21;NULL;NULL
1321;Aquatlon;76;1;0;NULL;NULL;NULL;NULL
1322;Wintertriatlon;76;1;0;NULL;NULL;NULL;NULL
1323;Crosstriatlon;76;1;0;NULL;NULL;NULL;NULL
1324;Winterduatlon;76;1;0;NULL;NULL;NULL;NULL
1325;Jodo;77;1;0;NULL;NULL;NULL;NULL
1447;Laido;77;1;0;14/07/2010 11:20;14/07/2010 11:20;NULL;NULL
1327;Jukempo;77;1;0;NULL;NULL;NULL;NULL
1328;Shugi-jutsu;77;1;0;NULL;NULL;NULL;NULL
1329;Shuriken-jutsu;77;1;0;NULL;NULL;NULL;NULL
1330;Bujutsu-ido;77;1;0;NULL;NULL;NULL;NULL
1400;Balboogschieten;78;1;0;9/07/2010 14:49;24/05/2011 11:50;NULL;NULL
1332;Beugelen;78;1;0;NULL;NULL;NULL;NULL
1333;Buksschieten;78;1;0;NULL;NULL;NULL;NULL
1378;Flessenschieten jachtgeweer;78;1;0;10/03/2010 12:01;10/03/2010 12:01;NULL;NULL
1335;Flessenschieten luchtkarabijn;78;1;0;NULL;NULL;NULL;NULL
1336;Gaaibol;78;1;0;NULL;NULL;NULL;NULL
1337;Golfbiljart;78;1;0;NULL;NULL;NULL;NULL
1338;Manchetbaankegelen;78;1;0;NULL;NULL;NULL;NULL
1339;Klepschieten;78;1;0;NULL;NULL;NULL;NULL
1340;Krulbol;78;1;0;NULL;NULL;NULL;NULL
1341;Paapgooien;78;1;0;NULL;NULL;NULL;NULL
1342;Pagschieten;78;1;0;NULL;NULL;NULL;NULL
1343;Struifvogel;78;1;0;NULL;NULL;NULL;NULL
1344;Trabol;78;1;0;NULL;NULL;NULL;NULL
1345;Voetbal - strandvoetbal;79;1;0;NULL;NULL;NULL;NULL
1346;Strandvolleybal;80;1;0;NULL;NULL;NULL;NULL
1347;Parkvolleybal;80;1;0;NULL;NULL;NULL;NULL
1348;Nordic walking;81;1;0;NULL;NULL;NULL;NULL
1349;Tornooi (figuur, schans, slalom);82;1;0;NULL;NULL;NULL;NULL
1405;Waterskiën - blootsvoets;82;1;0;13/07/2010 9:45;13/07/2010 9:45;NULL;NULL
1351;Wakeboard;82;1;0;NULL;NULL;NULL;NULL
1352;Racing;82;1;0;NULL;NULL;NULL;NULL
1455;Waterskiën - kabelbaan;82;1;0;14/07/2010 15:17;14/07/2010 15:17;NULL;NULL
1355;Piste;83;1;0;NULL;NULL;NULL;NULL
1356;Trial;83;1;0;NULL;NULL;NULL;NULL
1428;Wielrennen - fietspolo;83;1;0;13/07/2010 14:20;13/07/2010 14:20;NULL;NULL
1450;Wielrennen - indoor (kunstwielrennen);83;1;0;14/07/2010 11:33;14/07/2010 11:33;NULL;NULL
1442;Worstelen - grieks-romeins;84;1;0;14/07/2010 10:35;14/07/2010 10:35;NULL;NULL
1361;Vrijestijl;84;1;0;NULL;NULL;NULL;NULL
1362;Olympische klassen;86;1;0;NULL;NULL;NULL;NULL
1363;Zwaardboot;86;1;0;NULL;NULL;NULL;NULL
1457;Zeilen - kielboot;86;1;0;15/07/2010 14:29;15/07/2010 14:29;NULL;NULL
1365;Multihull;86;1;0;NULL;NULL;NULL;NULL
1423;Zeilen - erkende klassen;86;1;0;13/07/2010 13:54;13/07/2010 13:54;NULL;NULL
1459;Zeilen - klassieke yachtklassen;86;1;0;15/07/2010 14:45;15/07/2010 14:45;NULL;NULL
1458;Zeilen - kitesurfen;86;1;0;15/07/2010 14:32;15/07/2010 14:32;NULL;NULL
1440;Zeilen - golfsurfen;86;1;0;14/07/2010 10:18;14/07/2010 10:18;NULL;NULL
1370;Zeilwagenrijden;87;1;0;NULL;NULL;NULL;NULL
1371;Speedsailing;87;1;0;NULL;NULL;NULL;NULL
1372;Synchroonzwemmen;88;1;0;NULL;NULL;NULL;NULL
1373;Open-waterzwemmen;88;1;0;NULL;NULL;NULL;NULL
1374;Goalbal;89;1;0;NULL;NULL;NULL;NULL
1375;Gehandicaptensporten;89;1;0;NULL;NULL;NULL;NULL
1388;Zelfverdediging;21;1;0;15/03/2010 15:03;24/05/2011 11:55;NULL;NULL
1389;Circustechnieken;21;0;1;15/03/2010 15:04;1/04/2010 14:40;NULL;NULL
1390;Turnen (toestel);21;0;1;15/03/2010 15:06;1/04/2010 14:29;NULL;NULL
1391;Damesturnen;21;1;0;15/03/2010 15:07;24/05/2011 11:50;NULL;NULL
1392;Duiken gehandicapten;21;0;1;15/03/2010 15:07;1/04/2010 14:35;NULL;NULL
1393;Fietsen;21;0;1;15/03/2010 15:08;1/04/2010 14:38;NULL;NULL
1394;Salsa;21;1;0;15/03/2010 15:09;24/05/2011 11:53;NULL;NULL
1395;Paaldans;21;0;1;15/03/2010 15:09;1/04/2010 14:36;NULL;NULL
1396;Zumba;35;1;0;19/05/2010 13:29;24/05/2011 11:55;NULL;NULL
1397;Aquazumba;21;1;0;19/05/2010 13:29;7/07/2011 11:06;NULL;NULL
1403;Gewichtheffen - bench press;41;1;0;13/07/2010 9:07;13/07/2010 9:07;NULL;NULL
1421;BBB - pilates - stretching;39;1;0;13/07/2010 13:50;24/05/2011 11:50;NULL;NULL
1422;Pilates;21;1;0;13/07/2010 13:52;24/05/2011 11:53;NULL;NULL
1424;Orientaalse dans;21;1;0;13/07/2010 13:54;24/05/2011 11:53;NULL;NULL
1426;Relaxatie en expressie;21;1;0;13/07/2010 13:58;24/05/2011 11:53;NULL;NULL
1430;Conditietraining;21;1;0;13/07/2010 14:48;24/05/2011 11:50;NULL;NULL
1453;Atletiek - jogging;24;1;0;14/07/2010 14:14;12/12/2011 9:34;NULL;661
1471;Skiën (matten);71;1;0;12/08/2010 13:41;24/05/2011 11:54;NULL;NULL
2216;Jeugdhuizen;260;1;0;4/02/2010 8:46;4/02/2010 8:46;NULL;NULL
2217;Jeugdatelier;260;1;0;4/02/2010 8:46;2/03/2011 15:48;NULL;NULL
2218;vakantiespeelpleinwerking;260;1;0;4/02/2010 8:47;2/03/2011 15:50;NULL;NULL
2219;vakantiekampen;260;1;0;4/02/2010 8:47;2/03/2011 15:50;NULL;NULL
2222;Jeugdcentrum;270;1;0;16/02/2010 15:37;2/03/2011 15:49;NULL;NULL
2223;Jongeren competentie centrum;270;1;0;16/02/2010 15:38;2/03/2011 15:50;NULL;NULL
2224;Werking kansarme jongeren;270;1;0;16/02/2010 15:40;2/03/2011 15:50;NULL;NULL
2225;Stadswerkers;270;1;0;16/02/2010 15:40;2/03/2011 15:50;NULL;NULL
2226;Vakantiespeelpleinwerking;270;1;0;16/02/2010 15:40;2/03/2011 15:50;NULL;NULL
2227;Jongereninformatie en multimedia;270;1;0;16/02/2010 15:41;2/03/2011 15:50;NULL;NULL
2228;Plusserswerking;260;1;0;16/02/2010 15:41;2/03/2011 15:50;NULL;NULL
2229;Kinderwerking;260;1;0;16/02/2010 15:42;2/03/2011 15:50;NULL;NULL
2230;Tienerwerking;260;1;0;16/02/2010 15:46;2/03/2011 15:50;NULL;NULL
2231;Jongerenwerking;260;1;0;16/02/2010 15:46;2/03/2011 15:49;NULL;NULL
2232;Natuurvereniging;260;1;0;16/02/2010 15:47;2/03/2011 15:49;NULL;NULL
2233;Holebi;260;1;0;16/02/2010 15:47;2/03/2011 15:49;NULL;NULL
2256;Fotografie (beeldende kunst);359;1;0;14/09/2010 11:36;11/02/2013 11:38;NULL;661
2235;Hedendaagse dans;359;1;0;17/03/2010 13:22;11/02/2013 11:39;NULL;661
2257;Grafische vormgeving (beeldende kunst);359;1;0;14/09/2010 11:37;11/02/2013 11:38;NULL;661
2258;Jeugdbeweging;260;1;0;1/10/2010 13:16;2/03/2011 15:49;NULL;NULL
2259;Circuswerking;260;0;0;1/10/2010 13:30;19/03/2015 13:17;NULL;661
2261;Biljart;48;1;0;9/12/2010 13:57;4/03/2011 8:44;NULL;NULL
2264;Poppentheater;359;1;0;8/02/2011 11:03;11/02/2013 12:23;NULL;661
2254;Kindertheater;359;1;0;28/05/2010 9:29;11/02/2013 12:22;NULL;661
2267;Beeldhouwkunst (beeldende kunst);359;1;0;1/03/2011 15:51;11/02/2013 11:37;NULL;661
2268;Ballet (dans);359;1;0;1/03/2011 15:59;11/02/2013 11:36;NULL;661
2270;Rolstoeldansen;89;1;0;3/03/2011 11:36;3/03/2011 11:36;NULL;NULL
2271;Jazz (muziek);359;1;0;3/03/2011 16:01;11/02/2013 11:39;NULL;661
2325;Aquatraining;21;1;0;18/07/2011 15:03;18/07/2011 15:04;NULL;NULL
2272;Schilderkunst (beeldende kunst);359;1;0;3/03/2011 16:08;11/02/2013 12:24;NULL;661
2273;Digitale kunst (animatie - beeldende kunst);359;1;0;3/03/2011 16:09;11/02/2013 11:38;NULL;661
2274;Urban (dans);359;1;0;3/03/2011 16:09;11/02/2013 12:24;NULL;661
2275;Klassieke muziek;359;1;0;3/03/2011 16:10;11/02/2013 12:22;NULL;661
2276;85.101 Gewoon kleuteronderwijs ingericht door de Gemeenschappen;344;0;0;17/03/2011 14:58;18/03/2011 10:08;NULL;NULL
2277;85.102 Provinciaal gesubsidieerd gewoon kleuteronderwijs;344;0;0;17/03/2011 15:11;18/03/2011 10:08;NULL;NULL
2278;85.103 Gemeentelijk gesubsidieerd gewoon kleuteronderwijs;344;0;0;17/03/2011 15:12;18/03/2011 10:09;NULL;NULL
2279;85.104 Vrij gesubsidieerd gewoon kleuteronderwijs;344;0;0;17/03/2011 15:12;18/03/2011 10:09;NULL;NULL
2280;85.105 Buitengewoon officieel kleuteronderwijs;344;0;0;17/03/2011 15:14;18/03/2011 10:09;NULL;NULL
2281;85.106 Vrij gesubsidieerd buitengewoon kleuteronderwijs;344;0;0;17/03/2011 15:14;18/03/2011 10:10;NULL;NULL
2282;85.109 Kleuteronderwijs, andere inrichtende machten;344;0;0;17/03/2011 15:14;18/03/2011 10:10;NULL;NULL
2283;85.201 Gewoon lager onderwijs ingericht door de Gemeenschappen;346;0;0;17/03/2011 16:15;18/03/2011 10:11;NULL;NULL
2284;85.202 Provinciaal gesubsidieerd gewoon lager onderwijs;346;0;0;17/03/2011 16:16;18/03/2011 10:11;NULL;NULL
2285;85.203 Gemeentelijk gesubsidieerd gewoon lager onderwijs;346;0;0;17/03/2011 16:17;18/03/2011 10:11;NULL;NULL
2286;85.204 Vrij gesubsidieerd gewoon lager onderwijs;346;0;0;17/03/2011 16:18;18/03/2011 10:12;NULL;NULL
2287;85.205 Buitengewoon officieel lager onderwijs;346;0;0;17/03/2011 16:18;18/03/2011 10:12;NULL;NULL
2288;85.206 Vrij gesubsidieerd buitengewoon lager onderwijs;346;0;0;17/03/2011 16:19;18/03/2011 10:13;NULL;NULL
2289;85.207 Alfabetiseringsprogramma's ten behoeve van volwassenen;346;0;0;17/03/2011 16:19;18/03/2011 10:13;NULL;NULL
2290;85.209 Gewoon lager onderwijs, andere inrichtende machten;346;0;0;17/03/2011 16:19;18/03/2011 10:13;NULL;NULL
2291;85.311 Gewoon algemeen secundair onderwijs ingericht door de Gemeenschappen;347;0;0;17/03/2011 16:20;18/03/2011 10:06;NULL;NULL
2292;85.312 Provinciaal gesubsidieerd gewoon algemeen secundair onderwijs;347;0;0;17/03/2011 16:20;18/03/2011 10:06;NULL;NULL
2293;85.313  Gemeentelijk gesubsidieerd gewoon algemeen secundair onderwijs;347;0;0;17/03/2011 16:20;18/03/2011 10:07;NULL;NULL
2294;85.314 Vrij gesubsidieerd gewoon algemeen secundair onderwijs;347;0;0;17/03/2011 16:21;18/03/2011 10:24;NULL;NULL
2295;85.319 Gewoon algemeen secundair onderwijs, andere inrichtende machten;347;0;0;17/03/2011 16:21;18/03/2011 10:07;NULL;NULL
2296;85.321 Gewoon technisch en beroepssecundair onderwijs ingericht door de Gemeenschappen;348;0;0;17/03/2011 16:21;18/03/2011 10:15;NULL;NULL
2297;85.322 Provinciaal gesubsidieerd gewoon technisch en beroepssecundair onderwijs;348;0;0;17/03/2011 16:22;18/03/2011 10:15;NULL;NULL
2298;85.323 Gemeentelijk gesubsidieerd gewoon technisch en beroepssecundair onderwijs;348;0;0;17/03/2011 16:22;18/03/2011 10:16;NULL;NULL
2299;85.324 Vrij gesubsidieerd gewoon technisch en beroepssecundair onderwijs;348;0;0;17/03/2011 16:22;18/03/2011 10:16;NULL;NULL
2300;85.325 Buitengewoon officieel secundair onderwijs;348;0;0;17/03/2011 16:23;18/03/2011 10:16;NULL;NULL
2301;85.326 Vrij gesubsidieerd buitengewoon secundair onderwijs;348;0;0;17/03/2011 16:23;18/03/2011 10:17;NULL;NULL
2302;85.329 Technisch, beroeps- en buitengewoon secundair onderwijs, andere inrichtende machten;348;0;0;17/03/2011 16:23;18/03/2011 10:17;NULL;NULL
2303;85.410 Post-secundair niet-hoger onderwijs;349;0;0;17/03/2011 16:24;18/03/2011 10:18;NULL;NULL
2304;85.421 Officieel hoger onderwijs;350;0;0;17/03/2011 16:24;18/03/2011 10:18;NULL;NULL
2305;85.422 Vrij gesubsidieerd hoger onderwijs;350;0;0;17/03/2011 16:24;18/03/2011 10:18;NULL;NULL
2306;85.429 Hoger onderwijs, andere inrichtende machten;350;0;0;17/03/2011 16:25;18/03/2011 10:19;NULL;NULL
2307;85.510 Sport- en recreatieonderwijs;351;0;0;17/03/2011 16:25;18/03/2011 10:20;NULL;NULL
2308;85.520 Cultureel onderwijs;352;0;0;17/03/2011 16:26;18/03/2011 10:20;NULL;NULL
2309;85.531 Autorijscholen;353;0;0;17/03/2011 16:26;18/03/2011 10:21;NULL;NULL
2310;85.532 Vlieg- en vaaronderricht;353;0;0;17/03/2011 16:26;18/03/2011 10:21;NULL;NULL
2311;85.591 Onderwijs voor sociale promotie;354;0;0;17/03/2011 16:28;18/03/2011 10:21;NULL;NULL
2312;85.592 Beroepsopleiding;354;0;0;17/03/2011 16:29;18/03/2011 10:22;NULL;NULL
2313;85.593 Sociaal-cultureel vormingswerk;354;0;0;17/03/2011 16:29;18/03/2011 10:22;NULL;NULL
2314;85.599 Overige vormen van onderwijs;354;0;0;17/03/2011 16:29;18/03/2011 10:22;NULL;NULL
2315;85.601 Activiteiten van Centra voor Leerlingbegeleiding (C.L.B.);355;0;0;17/03/2011 16:30;18/03/2011 10:23;NULL;NULL
2316;85.609 Overige onderwijsondersteunende dienstverlening;355;0;0;17/03/2011 16:31;18/03/2011 10:23;NULL;NULL
2318;Fietsen;21;1;0;9/06/2011 11:04;5/07/2011 14:23;NULL;NULL
2319;Rolschaatsen - roller derby;66;1;0;10/06/2011 10:17;10/06/2011 10:18;NULL;NULL
2321;Turnen;21;1;0;5/07/2011 14:21;5/07/2011 14:21;NULL;NULL
2322;Turnen en conditie;21;1;0;5/07/2011 14:21;5/07/2011 14:21;NULL;NULL
2323;Callanetics;21;1;0;5/07/2011 14:21;5/07/2011 14:21;NULL;NULL
2324;Chi Neng;21;1;0;5/07/2011 14:22;5/07/2011 14:22;NULL;NULL
2326;Omnisport;21;0;0;1/08/2011 14:14;1/08/2011 14:14;661;661
2327;Volksspelen diverse;21;0;0;1/08/2011 14:36;1/08/2011 14:36;661;661
2328;Andere;21;0;0;23/08/2011 12:03;23/08/2011 12:03;661;661
2329;Drums Alive;21;1;0;18/11/2011 12:31;18/11/2011 12:31;661;661
2330;Lopen;21;1;0;12/12/2011 9:34;12/12/2011 9:34;661;661
2331;Survival run;21;0;0;13/03/2012 14:33;13/03/2012 14:33;661;661
2332;Urban sports;21;0;0;14/03/2012 14:39;14/03/2012 14:39;661;661
2334;Bootcamp;21;1;0;21/05/2012 9:05;21/05/2012 9:05;661;661
2335;Belly Fit;21;1;0;28/06/2012 14:09;28/06/2012 14:09;661;661
2336;Body Mix;21;1;0;28/06/2012 14:09;28/06/2012 14:09;661;661
2337;Stretching;21;0;0;4/07/2012 7:52;4/07/2012 7:52;28;28
2338;Recreatief bewegen;21;1;0;7/11/2012 11:57;7/11/2012 11:57;14;14
2339;Steps;21;1;0;8/11/2012 16:49;8/11/2012 16:49;661;661
2341;Theater- of dansgezelschap;359;1;0;4/12/2012 13:21;12/02/2013 9:07;468;661
2342;Kunstencentrum;359;1;0;4/12/2012 13:21;11/02/2013 12:23;468;661
2343;Cultuurcentrum;359;1;0;4/12/2012 13:22;11/02/2013 11:37;468;661
2344;Organisatie voor beeldende kunsten;359;1;0;4/12/2012 13:23;11/02/2013 12:23;468;661
2345;Opleidingen;359;1;0;6/12/2012 13:25;11/02/2013 12:23;468;661
2346;Multidisciplinair;358;1;0;12/12/2012 13:41;12/12/2012 13:41;468;468
2349;Theater;358;1;0;12/12/2012 13:47;12/12/2012 13:47;468;468
2348;Beeldende kunsten;358;1;0;12/12/2012 13:47;12/12/2012 13:47;468;468
2350;Muziektheater;358;1;0;12/12/2012 13:48;11/02/2013 10:07;468;468
2351;Muziek;358;1;0;12/12/2012 13:48;12/12/2012 13:48;468;468
2352;Dans;358;1;0;12/12/2012 13:48;12/12/2012 13:48;468;468
